class,motor_id,peak,trough,mean,RMS,Crest_Factor
1,1,0.46988,-0.71997,0.2229730859375,0.27669934082623304,1.6981608940481152
1,1,0.50826,-0.68158,0.2253040625,0.2800099455781102,1.8151498117348774
1,1,0.46988,-0.71997,0.2229730859375,0.27669934082623304,1.6981608940481152
1,1,0.50826,-0.71997,0.223282265625,0.28047284600908784,1.8121540364143895
1,1,0.54665,-0.71997,0.22124187500000003,0.2798498452267528,1.9533689559737581
1,1,0.50815,-0.72008,0.22326671874999998,0.28047358702792763,1.8117570548609339
1,1,0.54653,-0.72008,0.22122035156249997,0.2798504235671319,1.9529361186365888
1,1,0.50815,-0.72008,0.22512484375000003,0.2800702628694271,1.8143661336759163
1,1,0.50815,-0.6817,0.2222826953125,0.27486733014324954,1.8487100658167455
1,1,0.50785,-0.72038,0.22507328124999998,0.28007102565130687,1.8132900353365429
1,1,0.50785,-0.682,0.2222358203125,0.27486254351678335,1.8476508057526224
1,1,0.50785,-0.72038,0.21761035156249997,0.27260525138882713,1.8629501721360255
1,1,0.50785,-0.682,0.22578683593749999,0.27983368653946156,1.8148279654257569
1,1,0.50845,-0.71978,0.21768535156250002,0.272599724023871,1.8651889755966005
1,1,0.50845,-0.6814,0.2258571484375,0.2798331246258931,1.816975744668338
1,1,0.47007,-0.6814,0.22368082031250003,0.2771781805782553,1.6959127122464313
1,1,0.50845,-0.64301,0.226453828125,0.27954475220604214,1.8188500981955125
1,1,0.47048,-0.68098,0.2237391796875,0.2771790127329437,1.6973868092000812
1,1,0.50886,-0.6426,0.226515,0.27954747592370155,1.8202990326368962
1,1,0.50886,-0.6426,0.2169194921875,0.2722241119169725,1.869268656683875
1,1,0.50886,-0.68098,0.221726640625,0.2728217232862424,1.8651740553156324
1,1,0.5092,-0.64226,0.216968359375,0.2722243237361308,1.8705161721462171
1,1,0.5092,-0.68065,0.221786015625,0.27281700331907466,1.8664525810528836
1,1,0.5092,-0.68065,0.225274609375,0.27617895195388037,1.8437321033973373
1,1,0.5092,-0.71903,0.2247849609375,0.28215648097440427,1.8046723514608616
1,1,0.5083,-0.68155,0.225162734375,0.27617278335847784,1.840514455547259
1,1,0.5083,-0.71993,0.224624296875,0.28215893439026524,1.8014669678931734
1,1,0.46992,-0.68155,0.22268742187499999,0.2765372167369611,1.6993011123236348
1,1,0.46992,-0.64316,0.2098661328125,0.26528328698637776,1.771389390331741
1,1,0.47074,-0.68072,0.22279621093750002,0.27652774342547326,1.7023246715455467
1,1,0.47074,-0.64234,0.2099816015625,0.2652932456094871,1.7744138148655753
1,1,0.50913,-0.7191,0.21712546875,0.2750488671880076,1.8510528881836403
1,1,0.54751,-0.64234,0.21815722656250003,0.2718587818905537,2.013950022848331
1,1,0.50924,-0.71899,0.217145078125,0.2750489532636077,1.851452237711092
1,1,0.54762,-0.64223,0.21817367187499997,0.2718575660516574,2.0143636535609355
1,1,0.47086,-0.68061,0.21331710937499998,0.2662516291059315,1.7684774421142135
1,1,0.50924,-0.71899,0.2103666796875,0.2648665813647092,1.9226283564206983
1,1,0.47086,-0.68061,0.21331710937499998,0.2662516291059315,1.7684774421142135
1,1,0.50924,-0.71899,0.2103666796875,0.2648665813647092,1.9226283564206983
1,1,0.50924,-0.68061,0.2116676953125,0.26404292706972265,1.928625794492617
1,1,0.54762,-0.68061,0.22057265625,0.27340974230110426,2.00292789639116
1,1,0.5083,-0.68155,0.211506953125,0.26404115853996135,1.9250786612613322
1,1,0.54668,-0.68155,0.2204339453125,0.27341806918603945,1.9994289390875166
1,1,0.46992,-0.71993,0.22246453125,0.2751849113039721,1.707651766854766
1,1,0.5083,-0.71993,0.2284453125,0.28304449925238123,1.79583069567717
1,1,0.46977,-0.72008,0.22244578125,0.27518591222003896,1.7071004696794632
1,1,0.50815,-0.72008,0.2284171875,0.28304213536674844,1.7953157375016646
1,1,0.46977,-0.75846,0.22565316406250002,0.280386627781483,1.6754365346057494
1,1,0.50815,-0.72008,0.228598984375,0.2807054965089079,1.8102602418541325
1,1,0.47093,-0.7573,0.225843515625,0.2803921701246087,1.6795404800024003
1,1,0.50931,-0.71892,0.22872621093749998,0.2806934009434549,1.8144708720907887
1,1,0.50931,-0.7573,0.22041074218749998,0.2706851855917278,1.8815584565022634
1,1,0.50931,-0.68053,0.215971640625,0.26557226857327604,1.9177830679993326
1,1,0.50898,-0.75764,0.22037125,0.27068845985601,1.8803165833916482
1,1,0.50898,-0.68087,0.215905546875,0.265570600588384,1.9165525057078274
1,1,0.50898,-0.71925,0.21655722656249998,0.26639395905004937,1.910628911462569
1,1,0.47059,-0.71925,0.22419746093749998,0.27466086893729624,1.7133492725803379
1,1,0.50834,-0.71989,0.2164679296875,0.2663878506806089,1.90827021090194
1,1,0.46996,-0.71989,0.224117890625,0.2746671898037469,1.7110161586310773
1,1,0.50834,-0.71989,0.21377281250000002,0.263516440008375,1.9290637046547994
1,1,0.50834,-0.68151,0.21849035156250002,0.2639107153226435,1.926181736798864
1,1,0.50744,-0.72079,0.213660390625,0.26351375081678613,1.9256680094573475
1,1,0.50744,-0.68241,0.218356875,0.26391423005992876,1.9227458856037138
1,1,0.50744,-0.60564,0.2175237109375,0.2679627562164948,1.8936960015071076
1,1,0.46906,-0.68241,0.2195915234375,0.270028413258303,1.7370764592513748
1,1,0.50856,-0.60452,0.2176992578125,0.26796773440550986,1.8978404289167403
1,1,0.47018,-0.68128,0.21972367187499997,0.27003242694020796,1.7411982898783849
1,1,0.50856,-0.68128,0.21912363281250002,0.268455702631534,1.8943907505590172
1,1,0.47018,-0.68128,0.217549453125,0.26821974295662643,1.7529656647088516
1,1,0.5086,-0.68125,0.21912859375,0.26845548321166074,1.8945412994190922
1,1,0.47022,-0.68125,0.2175551171875,0.26821997056331276,1.7531133084999186
1,1,0.47022,-0.64286,0.221677578125,0.27319434460511577,1.721192291442459
1,1,0.54698,-0.68125,0.22490078125000001,0.27756718093328325,1.9706220244081145
1,1,0.46928,-0.6438,0.22153875,0.2731869720639488,1.7177978746737192
1,1,0.54605,-0.68218,0.22478296874999998,0.2775658783134307,1.967280716628266
1,1,0.50766,-0.72057,0.2294453515625,0.28088270911274626,1.8073736243985932
1,1,0.50766,-0.72057,0.228327421875,0.27612063632246864,1.8385442202412106
1,1,0.50819,-0.72004,0.22950253906249998,0.2808834482520341,1.809255771967047
1,1,0.50819,-0.72004,0.22838066406250002,0.276117816982313,1.8404824634425985
1,1,0.46981,-0.68166,0.2233439453125,0.2770539739178485,1.6957345652053604
1,1,0.46981,-0.72004,0.22446546875,0.2796313260725517,1.680105039011636
1,1,0.47029,-0.68117,0.2234122265625,0.27705314821164617,1.6974721385975247
1,1,0.47029,-0.71955,0.22453742187500003,0.27963278411438547,1.6818128156519196
1,1,0.54706,-0.79632,0.231356640625,0.2860962634337982,1.9121535997501347
1,1,0.47029,-0.75794,0.2229605859375,0.2752296636681639,1.7087184343872701
1,1,0.54815,-0.79523,0.231492421875,0.2860949518926147,1.9159722895276645
1,1,0.47138,-0.75685,0.2230963671875,0.2752302587614426,1.7126750602250145
1,1,0.54815,-0.68008,0.2254951953125,0.28186204636879214,1.944745690531151
1,1,0.50976,-0.71847,0.2323451171875,0.2876720247229527,1.7720179794713538
1,1,0.54755,-0.68068,0.225420703125,0.28186110790046043,1.942623457626399
1,1,0.50916,-0.71907,0.23225671874999998,0.28767611430054896,1.7699071097298549
1,1,0.50916,-0.71907,0.22227179687499998,0.2762870872290836,1.8428657130031907
1,1,0.54755,-0.71907,0.22858808593750002,0.28240139217286425,1.9389068721900362
1,1,0.50928,-0.71895,0.2222862109375,0.27628793466986684,1.8432943899940204
1,1,0.54766,-0.71895,0.2286053515625,0.28240258042113503,1.939288228823185
1,1,0.50928,-0.71895,0.22954074218750004,0.2830695890886142,1.7991335686737129
1,1,0.50928,-0.71895,0.2212143359375,0.27485523842888077,1.8529026512688314
1,1,0.50961,-0.71862,0.22957562500000003,0.28307065508234863,1.800292580139571
1,1,0.50961,-0.71862,0.22124601562500001,0.2748511690442666,1.8541307347247409
1,1,0.47123,-0.68023,0.22959195312500003,0.2797873866885353,1.6842431875765087
1,1,0.47123,-0.68023,0.22326109375,0.27584758502205525,1.7082984430054844
1,1,0.46932,-0.68215,0.22936808593750002,0.279780168509163,1.6774598517858477
1,1,0.46932,-0.68215,0.22296210937500002,0.2758575642810865,1.701312781554846
1,1,0.54608,-0.68215,0.2298725,0.28175181806894567,1.9381596319153913
1,1,0.54608,-0.72053,0.2283726953125,0.28265574927194453,1.9319614103253695
1,1,0.54661,-0.68162,0.22994515625,0.2817553063553107,1.9400167012673448
1,1,0.54661,-0.72,0.2284462890625,0.2826558782812647,1.9338356001076347
1,1,0.50823,-0.68162,0.2262025,0.2806668804272246,1.8107943453334574
1,1,0.50823,-0.68162,0.22425328125,0.27487987309942546,1.848916744137795
1,1,0.50894,-0.68091,0.22629140625,0.2806621226754467,1.8133547738770943
1,1,0.50894,-0.68091,0.2243425,0.27487864199497203,1.851507982964021
1,1,0.54732,-0.68091,0.229901796875,0.28265065729541694,1.9363832557019658
1,1,0.47056,-0.71929,0.22981812499999998,0.2820890535002865,1.6681257005937737
1,1,0.54762,-0.68061,0.229948671875,0.2826542376918419,1.9374200948546603
1,1,0.47086,-0.71899,0.22985796875,0.28208769804076445,1.6691972151580892
1,1,0.50924,-0.68061,0.22832652343749998,0.2781229454523833,1.8309888066649491
1,1,0.47086,-0.68061,0.234195234375,0.28406401065604914,1.657584144195329
1,1,0.50928,-0.68057,0.22833050781250003,0.27812298003269276,1.8311324002789529
1,1,0.47089,-0.68057,0.234199765625,0.28406398286466644,1.657689916374724
1,1,0.54766,-0.68057,0.22704796875,0.27898198638504196,1.9630658133035777
1,1,0.50928,-0.64219,0.22846671875,0.280870414487491,1.8132205235260959
1,1,0.54631,-0.68192,0.22680496093750002,0.27896666351087657,1.9583343512250881
1,1,0.50793,-0.64354,0.22823421875,0.28087981043666616,1.8083535417171963
1,1,0.46954,-0.7203,0.22355617187500004,0.27559066321125386,1.7037587359774755
1,1,0.50793,-0.68192,0.2258352734375,0.2775273221663556,1.8301981802553344
1,1,0.47014,-0.7197,0.223617265625,0.2755851578417391,1.705969957460439
1,1,0.50853,-0.68132,0.2259387109375,0.2775352695921333,1.83230765858097
1,1,0.50853,-0.68132,0.22781546875,0.27654903255768903,1.838842086326659
1,1,0.50853,-0.7197,0.22519066406250002,0.27759776803702985,1.8318951322842236
1,1,0.50946,-0.68038,0.22789660156250002,0.27654259198756914,1.8422478661909003
1,1,0.50946,-0.71877,0.22530839843750003,0.27760222139851587,1.8352158618667442
1,1,0.47108,-0.68038,0.2277610546875,0.2788901598839194,1.6891237761707854
1,1,0.50946,-0.68038,0.2202105078125,0.27136764346963993,1.8773793127514018
1,1,0.47063,-0.68083,0.22771566406250002,0.2788904373829836,1.6875085586161993
1,1,0.50901,-0.68083,0.2201545703125,0.2713694201889223,1.8757087649951005
1,1,0.50901,-0.68083,0.21954824218750002,0.27327333412277555,1.8626405742585672
1,1,0.47063,-0.64245,0.22576664062500001,0.27462998981726533,1.7136875703674974
1,1,0.50883,-0.68102,0.21952699218750002,0.27327087306985237,1.861998661928141
1,1,0.47044,-0.64264,0.2257466796875,0.27463055558004307,1.7129922014918944
1,1,0.47044,-0.64264,0.222529765625,0.26959563088917304,1.7449837686479097
1,1,0.47044,-0.64264,0.2219258984375,0.2750295369116345,1.7105071887284231
1,1,0.46992,-0.64316,0.22246421875,0.2695944767565839,1.7430624160163692
1,1,0.46992,-0.64316,0.2218685546875,0.27503332018806714,1.7085929794930659
1,1,0.5083,-0.68155,0.221783359375,0.2720983300306504,1.8680746770578955
1,1,0.46992,-0.71993,0.219165546875,0.27544592050465416,1.706033616831366
1,1,0.50804,-0.68181,0.221744609375,0.27209457129053727,1.8671449326988772
1,1,0.46966,-0.72019,0.21913269531250001,0.27544795203038697,1.7050771172485897
1,1,0.50804,-0.64343,0.21621359375,0.2678431549812548,1.89678171926983
1,1,0.50804,-0.72019,0.221681796875,0.2772019644901304,1.8327431442791542
1,1,0.50894,-0.64253,0.2163187890625,0.2678464671990572,1.9001183973868423
1,1,0.50894,-0.71929,0.22179394531250002,0.2771973763044631,1.8360202639183694
1,1,0.50894,-0.71929,0.2298059375,0.28460878237311343,1.7882090487734674
1,1,0.47056,-0.68091,0.2220992578125,0.2756731407894762,1.7069490290291045
1,1,0.50879,-0.71944,0.229790546875,0.2846087984560452,1.7876819085007212
1,1,0.47041,-0.68106,0.2220780859375,0.2756732308162544,1.7064043491170324
1,1,0.47041,-0.68106,0.2212444140625,0.27175629920036465,1.7309994336255252
1,1,0.47041,-0.71944,0.215261875,0.26935646016970943,1.746421822233689
1,1,0.46943,-0.68203,0.22114636718749997,0.27176343425782906,1.7273479093388242
1,1,0.46943,-0.72042,0.21510265625,0.26934999724307357,1.7428253380539864
1,1,0.5462,-0.72042,0.21526445312499998,0.27211351444382315,2.007250544378093
1,1,0.46943,-0.72042,0.21623304687499997,0.27073871330641375,1.7338857611719296
1,1,0.54695,-0.71967,0.2153758984375,0.2721180811986487,2.009973014621992
1,1,0.47018,-0.71967,0.216350390625,0.2707400564915774,1.7366473439242527
1,1,0.47018,-0.71967,0.2103530078125,0.26456922022308854,1.7771530626409886
1,1,0.47018,-0.68128,0.2184491796875,0.2720546050234275,1.7282559872842853
1,1,0.46992,-0.71993,0.210303515625,0.2645695784725164,1.7761679279721705
1,1,0.46992,-0.68155,0.21840816406250002,0.2720576715191503,1.7272808275392524
1,1,0.46992,-0.75831,0.2154822265625,0.2691288803779996,1.7460779361173846
1,1,0.5083,-0.79669,0.2055828515625,0.2608820578398108,1.9483900280797044
1,1,0.4685,-0.75974,0.21524851562500003,0.2691253931284867,1.7408242104316305
1,1,0.50688,-0.79812,0.2053266796875,0.2608758984748843,1.9429928290167426
1,1,0.50688,-0.75974,0.2074610546875,0.2656348607309419,1.9081832806327788
1,1,0.50688,-0.75974,0.20877546874999997,0.2623639567783773,1.9319726925302052
1,1,0.50819,-0.75842,0.20772789062499997,0.2656409124116144,1.913071278766549
1,1,0.50819,-0.75842,0.209010703125,0.2623623063225856,1.9369779413936041
1,1,0.46981,-0.79681,0.21756828125,0.2751414614722647,1.7075216417259549
1,1,0.46981,-0.79681,0.2212267578125,0.27650920930286726,1.6990754166361441
1,1,0.47033,-0.79628,0.217647109375,0.2751413294123245,1.7094123990916952
1,1,0.47033,-0.79628,0.22132652343749998,0.27650759710615885,1.7009659225363976
1,1,0.47033,-0.7579,0.226866328125,0.2814071091741465,1.6713508105047201
1,1,0.47033,-0.7579,0.2279990234375,0.28223498135488206,1.666448282711658
1,1,0.46981,-0.75842,0.2267919921875,0.2814073759159874,1.6695013713509028
1,1,0.46981,-0.75842,0.22789625,0.2822326390724724,1.6646196610851978
1,1,0.50819,-0.79681,0.231151953125,0.2874164129876502,1.768131453306517
1,1,0.50819,-0.72004,0.22227671875,0.27369362739058933,1.8567841891136176
1,1,0.50928,-0.79572,0.23127070312499998,0.2874032191193346,1.7720052042581278
1,1,0.50928,-0.71895,0.22248054687500002,0.2737118702326408,1.86064272465472
1,1,0.50928,-0.71895,0.2243853125,0.27710406172027685,1.8378655182401964
1,1,0.47089,-0.71895,0.223460703125,0.27497880481957154,1.712459257756162
1,1,0.50845,-0.71978,0.2242821875,0.2771118966991268,1.8348183750192713
1,1,0.47007,-0.71978,0.2232998046875,0.2749793646881469,1.7094737291763864
1,1,0.50845,-0.75816,0.2309530859375,0.28457923284526027,1.7866728886589882
1,1,0.50845,-0.6814,0.217085390625,0.26507314180034586,1.9181498229004526
1,1,0.50778,-0.75884,0.23086285156250003,0.2845792040005899,1.7843187164124172
1,1,0.50778,-0.68207,0.2170008203125,0.26506473256619906,1.9156829921656349
1,1,0.50778,-0.68207,0.2167008203125,0.26590714094706186,1.9096140035633395
1,1,0.54616,-0.64369,0.2207734375,0.26970175715066497,2.025051693285393
1,1,0.50958,-0.68027,0.21692621093749997,0.26591446785324013,1.916330480676367
1,1,0.54796,-0.64189,0.2209426171875,0.2696922026509167,2.0317977109233176
1,1,0.50958,-0.64189,0.21930539062499999,0.2738775434771784,1.860612569874544
1,1,0.50958,-0.64189,0.2179280859375,0.26686778722176385,1.9094848625418597
1,1,0.5089,-0.64256,0.2191837109375,0.27388041187530077,1.858110247883317
1,1,0.5089,-0.64256,0.217875234375,0.2668685279030786,1.906931491692503
1,1,0.5089,-0.64256,0.21954550781249998,0.2699545527990834,1.8851321258462135
1,1,0.47052,-0.68095,0.221551328125,0.27197525937430184,1.7300102997694138
1,1,0.50841,-0.64305,0.21947750000000005,0.2699512611073293,1.8833399700172635
1,1,0.47003,-0.68143,0.2215098828125,0.2719753189895236,1.728208286495678
1,1,0.50841,-0.64305,0.2192538671875,0.27085068532643014,1.8770858910224377
1,1,0.50841,-0.71982,0.21955597656249998,0.2708798627137649,1.876883703744453
1,1,0.50916,-0.6423,0.219353203125,0.2708559308729689,1.8798185380655201
1,1,0.50916,-0.71907,0.219643515625,0.27087130662572034,1.8797118319495458
1,1,0.50916,-0.79583,0.2203229296875,0.2710744011819852,1.8783035129096401
1,1,0.50916,-0.68068,0.2136558984375,0.26655034541529976,1.910183230889089
1,1,0.50811,-0.79688,0.22019203124999998,0.27106586038238706,1.8744890975323103
1,1,0.50811,-0.68173,0.21351671875,0.2665634077431789,1.9061506014716756
1,1,0.50811,-0.64335,0.2124674609375,0.26284155217322114,1.9331418331647157
1,1,0.50811,-0.64335,0.2142591015625,0.26784930323624256,1.8969995212264859
1,1,0.508,-0.64346,0.2124519140625,0.26284056457542493,1.9327305921009157
1,1,0.508,-0.64346,0.21424238281249997,0.2678497812185556,1.8965854580463166
1,1,0.58477,-0.68185,0.214771484375,0.2693416127960805,2.171109001425381
1,1,0.54638,-0.68185,0.22099796874999997,0.2744389191477199,1.9908983816756132
1,1,0.58619,-0.68042,0.21497152343749998,0.2693364035131936,2.176423210356283
1,1,0.54781,-0.68042,0.2211870703125,0.27444305260481067,1.9960789489862916
1,1,0.47104,-0.68042,0.21285921875000002,0.2643022306972881,1.7822021356281847
1,1,0.50943,-0.68042,0.21993351562500002,0.26948766533403246,1.8903648126846802
1,1,0.46992,-0.68155,0.21271867187500001,0.26429621452400476,1.7780050344130807
1,1,0.5083,-0.68155,0.2198550390625,0.2695031822407495,1.8860630727021668
1,1,0.5083,-0.68155,0.220968984375,0.2712158451855044,1.8741530372325272
1,1,0.46992,-0.68155,0.2187889453125,0.2703451767294164,1.738222244927767
1,1,0.50849,-0.68136,0.22098894531250002,0.27121688806755173,1.8748463770934163
1,1,0.47011,-0.68136,0.21881300781250002,0.27034555628297857,1.7389226087663971
1,1,0.58525,-0.68136,0.2157387109375,0.2698935865943569,2.1684472290911296
1,1,0.50849,-0.68136,0.2176173046875,0.27233519269186574,1.86714759474855
1,1,0.58582,-0.6808,0.2158187109375,0.269891769616342,2.170573785309415
1,1,0.50905,-0.6808,0.21766593750000002,0.27233052708003097,1.869235907770278
1,1,0.54743,-0.71918,0.2249642578125,0.27425592681679756,1.9960553135673242
1,1,0.47067,-0.6808,0.2203164453125,0.2728447473230827,1.7250469529569763
1,1,0.54773,-0.71888,0.2250059765625,0.2742563770288954,1.9971459038937562
1,1,0.47097,-0.6805,0.22035796875000002,0.272847307818116,1.7261302805815313
1,1,0.54773,-0.64211,0.2246128125,0.2740268964558954,1.9988183900340497
1,1,0.47097,-0.71888,0.2188830859375,0.27246314747580425,1.7285640438467882
1,1,0.54762,-0.64223,0.224599765625,0.2740273329760532,1.9984137861453974
1,1,0.47086,-0.71899,0.2188644140625,0.2724644770847144,1.7281518862130445
1,1,0.47086,-0.68061,0.2155658203125,0.2630764003492201,1.7898222697853479
1,1,0.54762,-0.71899,0.21884281249999998,0.26812851307576135,2.042378834381059
1,1,0.46999,-0.68147,0.2154174609375,0.2630675126593872,1.7865756027751345
1,1,0.54676,-0.71985,0.21872179687499999,0.2681285664229592,2.0391710114822823
